,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,row_id
157,Resort Hotel,79,2015,December,53,31,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,169.48,1,0,0,157
158,Resort Hotel,17,2017,January,4,28,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient-Party,36.0,0,0,0,158
159,City Hotel,346,2017,February,8,24,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.9,0,0,1,159
160,City Hotel,27,2017,February,8,25,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,118.0,0,0,0,160
161,Resort Hotel,281,2017,July,30,29,2,1,3,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,261.0,0,2,0,161
162,Resort Hotel,143,2016,April,18,24,2,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,84.0,0,0,1,162
163,City Hotel,41,2016,July,32,31,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient-Party,177.3,1,0,0,163
164,Resort Hotel,445,2016,September,40,26,1,3,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,68.0,0,1,0,164
165,Resort Hotel,99,2016,April,16,13,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,59.0,0,0,0,165
166,City Hotel,0,2015,November,47,16,1,0,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,E,E,0,No Deposit,0,Transient,0.0,0,0,0,166
167,Resort Hotel,343,2016,September,39,21,0,4,2,0.0,0,HB,BEL,Corporate,Corporate,0,0,0,A,C,0,No Deposit,0,Transient-Party,92.0,0,0,0,167
168,Resort Hotel,9,2016,December,51,11,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,35.12,0,2,0,168
169,City Hotel,118,2016,June,24,6,1,1,1,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,110.0,0,0,0,169
170,City Hotel,213,2016,June,24,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,62,Transient,130.0,0,0,1,170
171,City Hotel,22,2015,December,49,4,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0,Contract,102.88,1,0,0,171
172,City Hotel,178,2017,May,20,19,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,139.5,0,0,1,172
173,City Hotel,4,2015,December,49,5,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,2,0,A,A,0,No Deposit,0,Transient,0.0,0,2,1,173
174,Resort Hotel,284,2017,February,8,19,2,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,55.8,0,1,1,174
175,City Hotel,80,2016,March,12,17,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.33,0,1,0,175
176,City Hotel,395,2017,May,20,17,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,112.67,0,0,0,176
177,Resort Hotel,0,2016,October,45,31,1,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,D,D,0,No Deposit,0,Transient,78.0,0,0,0,177
178,Resort Hotel,95,2016,April,17,23,4,10,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,8.0,0,0,1,178
179,City Hotel,25,2017,June,26,27,0,1,2,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,100.0,0,0,0,179
180,City Hotel,62,2017,April,14,3,1,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.42,0,0,0,180
181,City Hotel,107,2017,August,33,15,0,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,204.0,0,1,0,181
182,Resort Hotel,55,2017,February,6,7,2,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,88.0,0,1,1,182
183,City Hotel,156,2016,July,29,16,2,2,2,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,72.25,0,1,0,183
184,City Hotel,154,2017,July,28,15,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,116.1,0,0,0,184
185,Resort Hotel,3,2017,January,4,27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,0,Transient,45.0,0,1,0,185
186,City Hotel,61,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,1,186
187,City Hotel,38,2016,February,7,11,2,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,67.5,0,0,1,187
188,City Hotel,290,2016,June,25,17,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,108,Transient-Party,72.0,0,0,1,188
189,City Hotel,221,2015,October,42,17,2,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient-Party,90.0,0,0,0,189
190,Resort Hotel,24,2017,June,23,8,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,135.0,0,0,0,190
191,City Hotel,34,2016,November,49,27,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.0,0,0,1,191
192,City Hotel,55,2017,March,10,6,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,97.2,0,2,0,192
193,City Hotel,162,2015,September,38,17,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,60.0,0,0,0,193
194,City Hotel,114,2017,May,19,11,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.0,0,1,0,194
195,City Hotel,52,2017,August,34,24,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,149.0,0,1,1,195
196,Resort Hotel,0,2016,April,15,3,2,0,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,D,0,No Deposit,0,Transient,58.0,0,0,0,196
197,City Hotel,51,2016,March,11,10,1,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,63.75,0,1,0,197
198,City Hotel,82,2016,April,15,7,2,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,119.85,0,1,0,198
199,Resort Hotel,143,2016,February,7,8,1,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,41.4,0,1,0,199
200,City Hotel,139,2017,March,12,22,2,5,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,70.4,0,0,0,200
201,Resort Hotel,139,2015,August,32,5,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,172.0,0,1,0,201
202,City Hotel,99,2016,May,22,23,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.6,0,0,1,202
203,City Hotel,40,2016,August,32,5,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,125.1,0,1,0,203
204,City Hotel,108,2016,April,14,2,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0,Transient,74.89,0,0,0,204
205,City Hotel,118,2016,June,24,6,1,2,2,0.0,0,BB,RUS,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,120.0,0,0,0,205
206,Resort Hotel,32,2015,July,27,4,0,1,4,0.0,0,FB,PRT,Complementary,Direct,0,0,0,H,H,2,No Deposit,0,Transient,0.0,0,1,0,206
207,City Hotel,27,2017,March,10,6,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,0,2,207
208,Resort Hotel,2,2016,March,12,16,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,30.0,0,0,0,208
209,City Hotel,18,2016,December,51,11,1,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,80.0,0,0,0,209
210,Resort Hotel,251,2017,June,26,26,1,3,1,0.0,0,HB,CN,Groups,TA/TO,0,0,0,D,A,1,No Deposit,0,Transient-Party,92.0,0,0,0,210
211,City Hotel,68,2017,March,13,26,2,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.0,0,0,0,211
212,Resort Hotel,0,2017,June,24,11,1,0,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,0,No Deposit,0,Transient,0.0,0,0,1,212
213,City Hotel,112,2016,June,23,2,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0,0,213
214,City Hotel,89,2016,May,20,9,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,75.0,0,1,0,214
215,City Hotel,63,2017,July,30,26,0,3,2,2.0,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,4,No Deposit,0,Transient,182.4,0,1,0,215
216,City Hotel,135,2017,June,26,30,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130.0,0,0,1,216
217,Resort Hotel,72,2016,August,33,9,0,2,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,C,H,0,No Deposit,0,Transient,207.05,1,0,0,217
218,City Hotel,323,2016,May,21,17,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,112.0,0,1,0,218
219,City Hotel,70,2015,October,43,22,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,89.25,0,1,0,219
220,Resort Hotel,1,2017,April,14,4,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,61.6,0,0,0,220
221,City Hotel,56,2016,June,26,20,1,3,1,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.19,0,0,1,221
222,Resort Hotel,22,2016,January,5,29,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,39.0,1,0,0,222
223,City Hotel,154,2016,June,25,12,2,1,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,0,Transient,189.9,0,0,1,223
224,Resort Hotel,38,2016,May,19,6,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65.0,0,1,0,224
225,City Hotel,66,2015,October,41,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.0,0,0,0,225
226,Resort Hotel,113,2016,May,22,25,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,59.0,0,0,0,226
227,City Hotel,367,2015,October,43,19,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0,1,227
228,Resort Hotel,73,2015,September,40,27,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,93.43,0,0,0,228
229,City Hotel,6,2015,December,50,10,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,0.0,0,0,0,229
230,Resort Hotel,188,2017,March,13,28,4,11,1,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,74.28,0,0,2,230
231,City Hotel,148,2015,December,53,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,79,Transient,67.0,0,0,1,231
232,City Hotel,77,2016,February,8,19,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,80.3,0,1,0,232
233,City Hotel,6,2016,November,47,16,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,21,A,A,0,No Deposit,0,Transient-Party,67.0,1,0,0,233
234,Resort Hotel,2,2017,May,18,5,1,2,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,78.33,0,1,0,234
235,Resort Hotel,19,2016,February,9,21,2,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,64.0,1,0,0,235
236,City Hotel,87,2016,October,42,10,1,3,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135.0,0,1,1,236
237,City Hotel,178,2017,June,23,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130.0,0,0,1,237
238,City Hotel,15,2016,February,8,17,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.0,0,3,0,238
239,Resort Hotel,2,2016,March,14,31,0,2,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,131.0,1,0,0,239
240,City Hotel,230,2017,June,25,20,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,0,1,240
241,City Hotel,151,2016,August,32,5,1,2,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,63.75,0,0,0,241
242,City Hotel,64,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,B,1,No Deposit,0,Transient-Party,140.0,0,0,1,242
243,City Hotel,7,2016,May,19,5,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,144.0,0,0,0,243
244,Resort Hotel,93,2015,July,27,2,3,8,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,56.01,0,0,0,244
245,City Hotel,99,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,81.0,0,0,0,245
246,City Hotel,281,2017,August,32,7,1,3,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,1,1,246
247,City Hotel,80,2017,July,27,7,0,1,2,0.0,0,BB,DNK,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,108.0,0,1,0,247
248,City Hotel,22,2017,May,19,13,1,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,170.0,0,0,1,248
249,Resort Hotel,2,2015,August,36,30,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,154.0,1,0,0,249
250,City Hotel,107,2016,June,24,10,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,130.0,0,1,0,250
251,Resort Hotel,2,2016,August,35,26,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,167.0,0,0,0,251
252,City Hotel,16,2017,February,7,13,1,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,2,0,252
253,City Hotel,37,2016,December,53,30,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,146.0,0,1,0,253
254,City Hotel,211,2017,April,15,13,1,3,2,0.0,0,HB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,141.0,0,0,0,254
255,City Hotel,0,2015,December,53,30,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,122.5,0,1,0,255
256,Resort Hotel,2,2017,July,28,15,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,194.0,1,1,0,256
257,City Hotel,240,2016,September,40,30,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,140.4,0,0,1,257
258,Resort Hotel,16,2016,August,33,12,2,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,231.0,0,1,0,258
259,City Hotel,19,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,0,Transient,90.0,0,0,1,259
260,City Hotel,34,2015,August,32,5,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,0,260
261,City Hotel,129,2016,August,32,6,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,114.3,0,0,1,261
262,Resort Hotel,83,2015,December,52,23,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,43.57,0,2,0,262
263,City Hotel,34,2017,February,8,23,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,A,2,No Deposit,0,Transient,100.3,0,0,0,263
264,Resort Hotel,9,2016,June,27,29,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,129.0,0,1,0,264
265,City Hotel,1,2015,October,41,7,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,155.0,0,2,0,265
266,City Hotel,127,2017,August,31,1,2,5,2,0.0,1,SC,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,71.1,0,1,0,266
267,City Hotel,31,2017,July,29,18,0,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,140.0,0,1,2,267
268,Resort Hotel,136,2016,July,31,29,2,7,2,0.0,0,BB,PRT,Direct,Direct,0,0,2,E,E,0,No Deposit,0,Transient,188.0,1,2,0,268
269,City Hotel,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,75.0,0,0,1,269
270,City Hotel,107,2017,June,26,29,0,2,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,195.3,1,2,0,270
271,City Hotel,304,2016,November,45,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,89.0,0,0,1,271
272,City Hotel,215,2017,August,34,25,0,1,2,2.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,215.0,0,0,0,272
273,Resort Hotel,31,2016,April,14,2,2,6,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,71.11,0,0,0,273
274,Resort Hotel,34,2016,October,44,28,2,5,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89.59,0,2,0,274
275,City Hotel,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,90.0,0,0,1,275
276,City Hotel,3,2016,December,50,6,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.88,0,0,0,276
277,City Hotel,7,2017,June,26,27,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130.0,0,1,0,277
278,City Hotel,2,2016,May,22,28,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,149.0,0,1,0,278
279,City Hotel,176,2017,April,15,14,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,0,1,279
280,City Hotel,145,2016,August,36,29,1,4,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,128.34,0,0,0,280
281,City Hotel,29,2016,July,28,6,0,2,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,D,A,0,No Deposit,0,Transient,105.0,0,0,0,281
282,City Hotel,64,2016,April,14,1,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,119.51,0,2,0,282
283,City Hotel,130,2017,June,22,1,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,147.0,0,0,0,283
284,City Hotel,32,2017,February,8,20,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,75.0,0,0,1,284
285,City Hotel,30,2015,September,40,30,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,121.0,0,0,1,285
286,Resort Hotel,157,2016,October,40,1,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,0,Transient,52.0,0,0,1,286
287,City Hotel,24,2016,April,18,29,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,156.0,0,0,0,287
288,City Hotel,28,2017,August,33,16,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,65.0,0,0,0,288
289,City Hotel,0,2017,August,35,30,0,1,1,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,140.0,0,0,0,289
290,City Hotel,33,2016,April,16,16,2,1,1,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,91.48,0,1,0,290
291,City Hotel,1,2017,March,13,30,0,2,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.0,1,1,0,291
292,City Hotel,269,2017,April,15,11,0,4,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,123.3,0,1,1,292
293,City Hotel,15,2015,September,39,24,2,4,1,0.0,0,BB,BEL,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,170.0,0,0,0,293
294,Resort Hotel,363,2016,September,38,16,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,64.9,0,0,0,294
295,City Hotel,144,2016,May,22,27,2,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,177.65,0,1,1,295
296,City Hotel,112,2017,April,17,28,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.0,0,0,1,296
297,Resort Hotel,33,2015,September,38,19,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,152.0,1,1,0,297
298,City Hotel,29,2015,October,44,29,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,0,Contract,120.0,0,3,1,298
299,City Hotel,86,2016,June,24,8,0,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,109.65,0,0,1,299
300,City Hotel,89,2017,May,18,2,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,126.0,0,1,0,300
301,City Hotel,1,2016,February,7,13,2,2,3,0.0,0,BB,KWT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,127.0,0,1,0,301
302,City Hotel,50,2017,June,24,11,2,2,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,0,0,302
303,Resort Hotel,96,2017,March,11,12,4,7,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,52.55,0,0,0,303
304,City Hotel,74,2016,February,9,21,2,3,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,112.0,0,0,0,304
305,Resort Hotel,26,2016,October,43,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,67.0,0,1,0,305
306,City Hotel,0,2016,June,27,28,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,149.0,0,1,0,306
307,City Hotel,201,2017,July,30,28,0,1,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,148.0,0,1,0,307
308,City Hotel,433,2016,September,37,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,70.0,0,0,1,308
309,City Hotel,67,2016,September,37,4,2,1,2,0.0,0,BB,KOR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,87.3,0,2,0,309
310,City Hotel,96,2017,April,15,15,2,1,2,2.0,0,HB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,258.0,0,0,1,310
311,City Hotel,235,2016,June,26,24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,61,Transient-Party,65.0,0,1,0,311
312,City Hotel,269,2015,July,29,13,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Contract,62.0,0,0,1,312
313,City Hotel,71,2016,May,20,13,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,137.1,0,1,0,313
314,City Hotel,67,2016,October,43,17,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.3,0,0,1,314
315,City Hotel,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,75.0,0,0,1,315
